12:14:17,27,0,0
12:14:18,28,0,0
12:14:19,27,0,0
12:14:20,29,0,0
12:14:21,27,0,0
12:14:22,4,1,1
12:14:23,2,1,2
12:14:24,3,0,2
12:14:25,5,1,3
12:14:26,4,1,4
12:14:27,4,1,5
12:14:28,5,1,6
12:14:29,5,0,6
12:14:30,4,0,6
12:14:31,4,1,7
12:14:32,4,1,8
12:14:33,4,1,9
12:14:34,5,1,10
12:14:35,5,0,10
12:14:36,5,1,11
12:14:37,4,1,12
12:14:38,5,0,12
12:14:39,4,1,13
12:14:40,8,0,13
12:14:41,28,0,13
12:14:42,29,0,13
12:14:43,28,0,13
12:14:44,29,0,13
12:14:45,31,0,13
12:14:46,29,0,13
12:14:47,30,0,13
12:14:48,29,0,13
12:14:49,30,0,13
12:14:50,28,0,13
12:14:51,31,0,13
12:14:52,29,0,13
12:14:53,27,0,13
12:14:54,28,0,13
12:14:55,28,0,13
12:14:56,26,0,13
12:14:57,26,0,13
12:14:58,27,0,13
12:14:59,28,0,13
12:15:00,28,0,13
12:15:01,27,0,13
12:15:02,31,0,13
12:15:03,29,0,13
12:15:04,30,0,13
12:15:05,31,0,13
12:15:06,29,0,13
12:15:07,29,0,13
12:15:08,26,0,13
12:15:09,26,0,13
12:15:10,26,0,13
12:15:11,27,0,13
12:15:12,26,0,13
12:15:13,27,0,13
12:15:14,27,0,13
12:15:15,27,0,13
12:15:16,28,0,13
12:15:17,28,0,13
12:15:18,30,0,13
12:15:19,32,0,13
12:15:20,31,0,13
12:15:21,31,0,13
12:15:22,31,0,13
12:15:23,32,0,13
12:15:24,29,0,13
12:15:25,29,0,13
12:15:26,30,0,13
12:15:27,30,0,13
12:15:28,30,0,13
12:15:29,30,0,13
12:15:30,32,0,13
12:15:31,30,0,13
12:15:32,29,0,13
12:15:33,30,0,13
12:15:34,31,0,13
12:15:35,32,0,13
12:15:36,32,0,13
12:15:37,30,0,13
12:15:38,31,0,13
12:15:39,30,0,13
12:15:40,30,0,13
12:15:41,31,0,13
12:15:42,32,0,13
12:15:43,31,0,13
12:15:44,30,0,13
12:15:45,30,0,13
12:15:46,32,0,13
12:15:47,32,0,13
12:15:48,27,0,13
12:15:49,30,0,13
12:15:50,29,0,13
12:15:51,28,0,13
12:15:52,30,0,13
12:15:53,28,0,13
12:15:54,31,0,13
12:15:55,30,0,13
12:15:56,29,0,13
12:15:57,28,0,13
12:15:58,28,0,13
12:15:59,29,0,13
12:16:00,28,0,13
12:16:01,27,0,13
12:16:02,29,0,13
12:16:03,27,0,13
12:16:04,26,0,13
12:16:05,24,0,13
12:16:06,24,0,13
12:16:07,22,0,13
12:16:08,23,0,13
12:16:09,23,0,13
12:16:10,25,0,13
12:16:11,25,0,13
12:16:12,24,0,13
12:16:13,23,0,13
12:16:14,22,0,13
12:16:15,23,0,13
12:16:16,21,0,13
12:16:17,21,0,13
12:16:18,19,0,13
12:16:19,22,0,13
12:16:20,23,0,13
12:16:21,22,0,13
12:16:22,21,0,13
12:16:23,21,0,13
12:16:24,20,0,13
12:16:25,20,0,13
12:16:26,19,0,13
12:16:27,21,0,13
12:16:28,21,0,13
12:16:29,21,0,13
12:16:30,22,0,13
12:16:31,22,0,13
12:16:32,20,0,13
12:16:33,21,0,13
12:16:34,20,0,13
12:16:35,20,0,13
12:16:36,21,0,13
12:16:37,22,0,13
12:16:38,21,0,13
12:16:39,21,0,13
12:16:40,21,0,13
12:16:41,21,0,13
12:16:42,19,0,13
12:16:43,20,0,13
12:16:44,21,0,13
12:16:45,20,0,13
12:16:46,19,0,13
12:16:47,20,0,13
12:16:48,21,0,13
12:16:49,23,0,13
12:16:50,24,0,13
12:16:51,22,0,13
12:16:52,21,0,13
12:16:53,21,0,13
12:16:54,21,0,13
12:16:55,21,0,13
12:16:56,22,0,13
12:16:57,22,0,13
12:16:58,24,0,13
12:16:59,24,0,13
12:17:00,8,0,13
12:17:01,2,1,14
12:17:02,4,1,15
12:17:03,5,1,16
12:17:04,3,1,17
12:17:05,3,0,17
12:17:06,5,1,18
12:17:07,2,1,19
12:17:08,4,1,20
12:17:09,4,1,21
12:17:10,4,1,22
12:17:11,4,1,23
12:17:12,5,1,24
12:17:13,3,0,24
12:17:14,3,0,24
12:17:15,4,1,25
12:17:16,5,1,26
12:17:17,5,1,27
12:17:18,6,0,27
12:17:19,7,0,27
12:17:20,22,0,27
12:17:21,21,0,27
12:17:22,21,0,27
12:17:23,22,0,27
12:17:24,22,0,27
12:17:25,22,0,27
12:17:26,23,0,27
12:17:27,23,0,27
12:17:28,19,0,27
12:17:29,19,0,27
12:17:30,21,0,27
